Account: Micro Region,Account: Billing Country,Workload Progress,Primary Workload Pillar,Key Workload Products,Solutions,Account: Account Name,Account: Account Owner,Account: Product Area,Workload: Workload Name,Primary CE Technical Owner,Workload Gross Annual Recurring Revenue (converted),Implementation Lead,Partner,Workload End Date,PSF Investment,PSF Status,PSF Type,Opportunity,Tiene Gemini Enterprise en ell Workload,Tiene Gemini Enterprise en la Oportunidad?,Aparently is GE
MCO CORP SUR,Chile,0-2: Tech Eval/Solution Dev,,,,Geti solutions SPA,Christian Cuadros,,GETISOLUCIONES OUT GEMINIENTERPRISE,,"USD 10,800",Unknown,,,go/psf-request,psf-request,,GETISOLUCIONES OUT GEMINIENTERPRISE,TRUE,TRUE,Gemini enterprise
MX Multi-industry & Monterrey,Mexico,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Platform,,"Conservas La Costeña, S.A. de C.V.",Eduardo Bello,,Vertex AI,,"USD 100,000",Unknown,,,go/psf-request,psf-request,,Commit La Costeña 2026,FALSE,FALSE,
Brazil PS,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,Policia Militar do Estado de Sao Paulo,Carlos Poço,,Gemini Enterprise,,"USD 400,000",Unknown,,,go/psf-request,psf-request,,GELA - <SSP> (Câmeras Corporais) - 1M - 1Y - #salescreditpoc,TRUE,FALSE,Gemini enterprise
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Platform,,Schulz S/A,Daniel Prudencio,,#M25 #Schulz_ VERTEX_TPCorp26,,"USD 30,000",Partner,SANTODIGITAL DISTRIBUICAO E CONSULTORIA EM INFORMATICA LTDA,,go/psf-request,psf-request,,#M25 #Schulz_ VERTEX_TPCorp26 #M26,FALSE,FALSE,
MCO CORP NORTE,Colombia,0-2: Tech Eval/Solution Dev,Build with AI,,,CAMARA DE COMERCIO DE BOGOTA,Andrea Forero,,FY26 Cámara de Comercio de Bogotá #Vertex Agent AI #PymeGlobal IA,,"USD 60,000",Unknown,,,go/psf-request,psf-request,,FY26 Cámara de Comercio de Bogotá #Vertex Agent AI #PymeGlobal IA,FALSE,FALSE,
Energy & Nat Res,Brazil,3:  Proposal / Negotiation,Build with AI,,,PRIO S.A.,Bernardo Britto Pereira,,Prio - Gemini Enterprise,Marcus Santos,"USD 27,000",Customer,,,go/psf-request,psf-request,,PRIO - Gemini Enterprise,TRUE,TRUE,Gemini enterprise
EM (PE/EC),Peru,0-2: Tech Eval/Solution Dev,Build with AI,Infrastructure AI,,INTRALOT DE PERU S.A.C.,Chiara Ascenzo Forero,,Creación de Agentes,Rajhut Fernandez,"USD 480,000",Partner,KYNDRYL PERU S.A.C.,,"http://go/vector/0RJKf00000004uBOAQ - PARTNER: KYNDRYL PERU S.A.C. | STATUS: Approved (2026-03-19) | AMT: 25,000 | TYPE: POC/Pilot (GenAI)",Approved,POC/Pilot (GenAI),La Tinka - Agentes DATA y AI,FALSE,FALSE,
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,Atlas Indústria de Eletrodomésticos Ltda.,Daniel Prudencio,,Atlas Eletromésticos_ Agente de IA para B2B Fase 2 e 3_TPCorp26,,"USD 80,000",Partner,SANTODIGITAL DISTRIBUICAO E CONSULTORIA EM INFORMATICA LTDA,,go/psf-request,psf-request,,Atlas Eletromésticos_ Agente de IA para B2B Fase 2 e 3_TPCorp26 #M26,FALSE,FALSE,
Health,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Platform; Cloud AI - Vertex AI Model Garden,,MV SISTEMAS LTDA,Leandro Okabayashi (Koba),,[MV] Soul Agents,Amanda Furtado Brinhosa,"USD 150,000",Customer,,,go/psf-request,psf-request,,[MV] Agente para SoulMV #HIMSS2026BR,FALSE,FALSE,
MCO CORP SUR,Chile,3:  Proposal / Negotiation,,,,Administradora de Fondos de Pensiones Habitat S.A.,Mario Alegre,,Habitat - WL SecOps CL/PE - SEK,,"USD 110,000",Partner,SEK,,go/psf-request,psf-request,,Habitat - SecOps CL/PE/COL - SEK,FALSE,FALSE,
FSI,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,ABC Brasil,Julia Marques Burlamaqui,,Workload - Agentes para crédito,,"USD 100,000",Unknown,,,go/psf-request,psf-request,,Banco ABC - Re commit,FALSE,FALSE,
FSI,Brazil,0-2: Tech Eval/Solution Dev,,,,ABC Brasil,Julia Marques Burlamaqui,,Workload - SPB,,"USD 200,000",Unknown,,,go/psf-request,psf-request,,Banco ABC - Re commit,FALSE,FALSE,
Brazil DN,Brazil,3:  Proposal / Negotiation,Build with AI,Gemini AI,,Valejá,Henrique Pascon,,MVP Bootcamp - Servi,Tainara Santos,"USD 26,000",Partner,SANTODIGITAL DISTRIBUICAO E CONSULTORIA EM INFORMATICA LTDA,,"http://go/vector/0RJKf000000GvpbOAC - PARTNER: SANTODIGITAL DISTR... | STATUS: Approved (2026-03-19) | AMT: 2,517 | TYPE: Consumption Planning (Application Development)",Approved,Consumption Planning (Application Development),Vale Já - MVP Bootcamp #M26,FALSE,FALSE,
MCO CORP CCA,Dominican Republic,0-2: Tech Eval/Solution Dev,,Infrastructure AI,,Grupo ESTRELLA,Ricardo Agosto,,Gemini Enterprise Cityworks,,,Unknown,,,go/psf-request,psf-request,,Grupo Estrella Gemini Enterprise,TRUE,TRUE,Gemini enterprise
Health,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,Dasa - Diagnosticos da America,Daniela Beraldo,,WL: DASA - GCP - Gemini Enterprise Expansion,Filipe Borges,"USD 840,000",Customer,,,go/psf-request,psf-request,,DASA - Gemini Enterprise Expansion,TRUE,TRUE,Gemini enterprise
MEXICO & PECS PS,Mexico,3:  Proposal / Negotiation,Build with AI,Gemini AI,,INFOTEC,Javier Aparicio,,INFOTEC - Gemini Enterprise 500 seats,Aldo Muñiz,"USD 244,965",Partner,XERTICA,,go/psf-request,psf-request,,INFOTEC - Gemini Enterprise 500 seats - EA - 2026 - 2027,TRUE,TRUE,Gemini enterprise
MCO CORP NORTE,Colombia,0-2: Tech Eval/Solution Dev,Build with AI,,,Productos Naturales de la Sabana S.A.S,Andrea Forero,,FY26 Productos Naturales De La Sabana #Gemini Enterprise #Consulta de estudios,,"USD 30,000",Unknown,,,go/psf-request,psf-request,,FY26 Productos Naturales De La Sabana #Gemini Enterprise #Consulta de estudios históricos,TRUE,TRUE,Gemini enterprise
Chile,Chile,0-2: Tech Eval/Solution Dev,,,,Cencosud S.A.,Victoria Vecchio,,Cencosud - No Ops,Germán Pabón,"USD 300,000",Customer,,,go/psf-request,psf-request,,Cencosud - No ops,FALSE,FALSE,
Streamline PS,Peru,0-2: Tech Eval/Solution Dev,Build with AI,,,Organismo Supervisor De Inversion Privada En Telecomunicaciones Osiptel,Eduardo LaRosa,,GE - POC,Francisca Tapia,"USD 60,000",Partner,NOVENTIQ INTERNATIONAL PERU S.A.C.,,"http://go/vector/0RJKf000000Gvq5OAC - PARTNER: NOVENTIQ INTERNATI... | STATUS: Submitted (2026-03-19) | AMT: 3,000 (Requested) | TYPE: POC/Pilot (Gemini Enterprise)",psf-request,POC/Pilot (Gemini Enterprise),Gemini Enterprise para OSIPTEL,TRUE,TRUE,Gemini enterprise
MX DN,Mexico,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,"Cephalonia, S.A.P.I. de C.V.",Luis Alonso Contreras,,CEPHALONIA# GEMINI ULTRA#GEMINI ENTERPRISE,Victor Gude,"USD 60,000",Customer,,,go/psf-request,psf-request,,GE Cephalonia,TRUE,TRUE,Gemini enterprise
Energy & Nat Res,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,CPFL Energia S/A,Enio Martins,,Gemini Enterprise CX,,"USD 300,000",Unknown,,,go/psf-request,psf-request,,CPFL - Cortex,TRUE,FALSE,Gemini enterprise
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,CLUBPETRO TECNOLOGIA DE DADOS LTDA,Daniela Benevides,,CLUBPETRO #GEMINI ENTERPRISE,,"USD 30,000",Partner,MOVTI CLOUD SOLUTIONS LTDA,,go/psf-request,psf-request,,CLUBPETRO #GEMINI ENTERPRISE #GCP #OUT,TRUE,TRUE,Gemini enterprise
MCO CORP SUR,Chile,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,Chattigo SpA,Patricio Perez,,Chattigo - Gemini Enterprise - WL,Anita del Pilar Quevedo,,Partner,Comercializadora Zenta Group SPA,,go/psf-request,psf-request,,Chattigo - Gemini Enterprise - 30k,TRUE,TRUE,Gemini enterprise
Brazil DN,Brazil,3:  Proposal / Negotiation,Build with AI,Cloud AI - Vertex AI Platform,,LOGMAPS LTDA,Suzan Soares,,#Logmaps #infrastructure,Gabrielle Ferreira,"USD 50,000",Customer,,5/25/2026,go/psf-request,psf-request,,Logmaps Infrastructure,FALSE,FALSE,
MCO CORP CCA,Peru,0-2: Tech Eval/Solution Dev,Build with AI,,,Alignet S.A.C.,Arianne Mahuad,,Alignet #GCP #Gemini Enterprise,,"USD 9,000",Partner,Entel Perú S.A,,go/psf-request,psf-request,,Alignet #GCP #Gemini Enterprise,TRUE,TRUE,Gemini enterprise
MCO CORP CCA,Peru,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,FUXION BIOTECH S.A.C.,Arianne Mahuad,,FUXION BIOTECH#GCP #Gemini Enterprise,,"USD 7,000",Partner,INFORMACION LOCALIZADA S.A.S. - SUCURSAL DEL PERU,,go/psf-request,psf-request,,FUXION BIOTECH#GCP #Gemini Enterprise,TRUE,TRUE,Gemini enterprise
MCO CORP CCA,Peru,0-2: Tech Eval/Solution Dev,Build with AI,,,FUXION BIOTECH S.A.C.,Arianne Mahuad,,Fuxión BIOTECH #GCP #Gemini # Bigquery,,"USD 10,000",Partner,INFORMACION LOCALIZADA S.A.S. - SUCURSAL DEL PERU,,go/psf-request,psf-request,,Fuxión BIOTECH #GCP # Vertex,FALSE,FALSE,
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,Protege S/A Serviços Especiais,Sarah Tobias,,Protege - Gemini Enterprise,,"USD 150,000",Partner,MADEINWEB S/A,,go/psf-request,psf-request,,Protege - Gemini Enterprise,TRUE,TRUE,Gemini enterprise
Multi Industry,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Platform; Cloud AI - Vertex AI Model Garden,,Totvs S/A,Mariane Camponogara,,Priority - Modelo de Consumo IA,Amanda Furtado Brinhosa,"USD 12,000",Customer,,,go/psf-request,psf-request,,,FALSE,FALSE,
MCO CORP CCA,Guatemala,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,Pantaleon SA,Leonardo Rusinque,,Pantaleon - Gemini Enterprise - 500 lic,,"USD 117,000",Partner,Servinformación S.A,,go/psf-request,psf-request,,Pantaleon - Gemini Enterprise - 500 lic,TRUE,TRUE,Gemini enterprise
MCO CORP CCA,Panama,0-2: Tech Eval/Solution Dev,,,,Copa Holdings S.A,Leonardo Rusinque,,Copa - Gemini Enterprise - 500 lic,,"USD 117,000",Partner,,,go/psf-request,psf-request,,Copa - Gemini Enterprise - 500 lic,TRUE,TRUE,Gemini enterprise
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,Empresa de Onibus Passaro Marron S A,Sarah Tobias,,Passaro Marrom - AI,,"USD 30,000",Partner,SANTODIGITAL DISTRIBUICAO E CONSULTORIA EM INFORMATICA LTDA,,go/psf-request,psf-request,,#M26_  #passaromarrom_ TT + IA _TPCorp26,FALSE,FALSE,
MCO CORP CCA,Guatemala,0-2: Tech Eval/Solution Dev,Build with AI,,,"Spectrum, S.A.",Leonardo Rusinque,,Spectrum - Gemini Enterprise - 250 Lic,,"USD 60,000",Partner,Ilumi Data S.A de C.V,,go/psf-request,psf-request,,Spectrum - Gemini Enterprise - 250 Lic,TRUE,TRUE,Gemini enterprise
MCO CORP CCA,Venezuela,0-2: Tech Eval/Solution Dev,Build with AI,,,Bancaribe Venezuela,Leonardo Rusinque,,Bancaribe - Gemini Enterprise - 500 lic,,"USD 117,000",Partner,Abside Inc,,go/psf-request,psf-request,,Bancaribe - Gemini Enterprise - 500 lic,TRUE,TRUE,Gemini enterprise
EDU PS,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Solutions,,ADM SEED PR Paraná Secretaria de Estado da Educação,Alexandre Campos,,ADM SEED PR - ESX Agentic Career Success #SEAL,,"USD 1,500,000",Unknown,,,go/psf-request,psf-request,,ADM SEED PR - ESX Agentic Career Success,FALSE,FALSE,
Brazil DN,Brazil,4.1: Pre Ramp / Mobilize,Build with AI,Gemini AI,,LED SPORTS CONFECCAO E COMERCIO DE ARTIGOS ESPORTIVOS LTDA,Maria Eduarda Mamede,,#VCBD - Bossa #Gemini - claimainow.com,Fernando Batagin Junior,"USD 25,185",Partner,SANTODIGITAL DISTRIBUICAO E CONSULTORIA EM INFORMATICA LTDA,,go/psf-request,psf-request,,#VCBD - Bossa #Gemini - claimainow.com,FALSE,FALSE,
MCO CORP SUR,Chile,0-2: Tech Eval/Solution Dev,Build with AI,,,Empresa Constructora Sigro S.A.,Mario Alegre,,Empresa Constructora Sigro S.A. #OUT #GCP #GeminiEnterprise,Roberto Reiniger,"USD 49,998",Unknown,,,go/psf-request,psf-request,,Empresa Constructora Sigro S.A. #OUT #GCP #GeminiEnterprise,TRUE,TRUE,Gemini enterprise
MX CORP,Mexico,0-2: Tech Eval/Solution Dev,Build with AI,,,"Corex, S.A. de C.V.",Linnet Jáuregui,,Laboratorios SANFER - Vertex AI Search #Gemini Enterprise (100 licencias),,"USD 55,000",Partner,"NXN Consultores, S.A. de C.V.",,go/psf-request,psf-request,,Laboratorios SANFER -  Vertex AI Search #Gemini Enterprise (100 licencias),TRUE,TRUE,Gemini enterprise
Strategic,Chile,0-2: Tech Eval/Solution Dev,,Infrastructure AI,,Red Hat,Ken Schiliro,,Red Hat - Operating System QA - A4X GPU,,"USD 300,000",Partner,,,go/psf-request,psf-request,,,FALSE,FALSE,
Health,Brazil,0-2: Tech Eval/Solution Dev,,Databases,,MV SISTEMAS LTDA,Leandro Okabayashi (Koba),,MV_Oracle@ExascaleBD,,"USD 250,000",Unknown,,,go/psf-request,psf-request,,,FALSE,FALSE,
Brazil DN,Brazil,0-2: Tech Eval/Solution Dev,,,,Iniciador Instituicao de Pagamento LTDA,Larissa Kinoshita,,Iniciador - Recommit,,"USD 100,000",Unknown,,,go/psf-request,psf-request,,Iniciador - Recommit,FALSE,FALSE,
MCO PS,Uruguay,3:  Proposal / Negotiation,Build with AI,Cloud AI - Vertex AI Platform; Gemini AI,,CENTRO CEIBAL PARA EL APOYO A LA EDUCACIÓN DE LA NIÑEZ Y LA ADOLESCENCIA,Emiliano D'Ambrosio,,CEIBAL - Video Agent AI,Hernan Conosciuto,"USD 83,000",Partner,Tryolabs S.A.,,go/psf-request,psf-request,,CEIBAL - Agente de Análisis de Video (Vision AI),FALSE,FALSE,
Retail & CPG,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Search,,Aiqfome,Cadu Santini,,[Aigfome] Retail Search,Vinicius Xavier,,Customer,,,go/psf-request,psf-request,,,FALSE,FALSE,
MCO CORP CCA,El Salvador,0-2: Tech Eval/Solution Dev,,Infrastructure AI,,La Prensa Grafica,Daniel Cornejo,,La prensa gráfica / Grupo Dutriz #GCP #Latam #CloudFunctions,,"USD 30,000",Partner,"SERVINFORMACION EL SALVADOR, SOCIEDAD ANONIMA DE CAPITAL VARIABLE",,go/psf-request,psf-request,,La prensa gráfica / Grupo Dutriz #GCP  #Latam  #CloudFunctions,FALSE,FALSE,
MCO CORP CCA,El Salvador,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Platform,,La Prensa Grafica,Daniel Cornejo,,La prensa gráfica / Grupo Dutriz #GCP #Latam #VertexAI,,"USD 30,000",Partner,"SERVINFORMACION EL SALVADOR, SOCIEDAD ANONIMA DE CAPITAL VARIABLE",,go/psf-request,psf-request,,La prensa gráfica / Grupo Dutriz #GCP  #Latam  #VertexAI,FALSE,FALSE,
MCO CORP CCA,United States,0-2: Tech Eval/Solution Dev,Build with AI,,,Kushki,Arianne Mahuad,,Kushki | 222 Licencias Gemini Enterprise Standard,,"USD 90,000",Customer,,,go/psf-request,psf-request,,Kushki | 222 Licencias Gemini Enterprise Standard #FY26_AWT_Renewal,TRUE,TRUE,Gemini enterprise
MCO CORP CCA,Peru,0-2: Tech Eval/Solution Dev,Build with AI,,,Caja Piura,Arianne Mahuad,,Caja Piura#GCP #Verte IX,,"USD 10,000",Partner,INFORMACION LOCALIZADA S.A.S. - SUCURSAL DEL PERU,,go/psf-request,psf-request,,Caja Piura#GCP #Verte IA,FALSE,FALSE,
MCO CORP CCA,Peru,0-2: Tech Eval/Solution Dev,Build with AI,,,Caja Piura,Arianne Mahuad,,Caja Piura #GCP#Document AI,,"USD 10,000",Partner,INFORMACION LOCALIZADA S.A.S. - SUCURSAL DEL PERU,,go/psf-request,psf-request,,Caja Piura #GCP#Document AI,FALSE,FALSE,
MCO CORP CCA,Peru,0-2: Tech Eval/Solution Dev,,,,Caja Municipal de Ahorro y Crédito de Arequipa S.A.,Arianne Mahuad,,Caja Arequipa | SecOps,,"USD 5,000",Unknown,,,go/psf-request,psf-request,,Caja Arequipa | SecOps,FALSE,FALSE,
MCO PS,Argentina,3:  Proposal / Negotiation,Build with AI,Cloud AI - Vertex AI Platform; Cloud AI - Vertex AI Conversation,,Gobierno de la Ciudad de Buenos Aires,Emiliano D'Ambrosio,,147-Vertex,Hernan Conosciuto,"USD 300,000",Partner,SISTEMAS GLOBALES S.A.,,go/psf-request,psf-request,,Gobierno de la Ciudad - Linea 147,FALSE,FALSE,
Insurance,United Kingdom,0-2: Tech Eval/Solution Dev,,Cloud AI - Vertex AI Platform; Cloud AI - Vertex AI Model Garden; Cloud AI - Vertex AI Solutions; Gemini AI,,AON PLC,Larissa Nigro,,AON Agentic AI Use Cases,Chandresh Govani,"USD 1,000,000",Unknown,,,go/psf-request,psf-request,,AON - 5k seats 3Y Term Gemini Enterprise Standard,FALSE,TRUE,Gemini enterprise
ISR ENT DN 2,Israel,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Model Garden,,Rise Code Ltd.,Tomer Vermuth,,Rise Codes VertexAI,,"USD 100,000",Unknown,,,go/psf-request,psf-request,,RiseCodes - VertexAI - 100K 1YR,FALSE,FALSE,
ISR ENT DN 2,Israel,0-2: Tech Eval/Solution Dev,Build with AI,,,Rise Code Ltd.,Tomer Vermuth,,Rise renewal - compute,,"USD 2,000,000",Customer,,,go/psf-request,psf-request,,Rise - Commit renewal $40M 3YR,FALSE,FALSE,
MX Multi-industry & Monterrey,Mexico,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,"Servicios Integrados de Lealtad, Mercadotecnia y Comunicación, S.A.P.I. de C.V.",Miguel Caballero,,SPIN: #MC Gemini Enterprise - Workload,Charlie Suarez,"USD 300,000",Customer,,,go/psf-request,psf-request,,SPIN: #MC Gemini Enterprise,TRUE,TRUE,Gemini enterprise
MX Multi-industry & Monterrey,Mexico,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,Cadena Comercial OXXO S.A. de C.V.,Miguel Caballero,,OXXO GAS: #MC Gemini Enterprise - Workload,Charlie Suarez,"USD 100,000",Customer,,,go/psf-request,psf-request,,OXXO GAS: #MC Gemini Enterprise,TRUE,TRUE,Gemini enterprise
MX Multi-industry & Monterrey,Mexico,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,"Coca Cola Femsa, S.A.B. de C.V.",Miguel Caballero,,KOF: #MC Gemini Enterprise Workload,Charlie Suarez,"USD 300,000",Customer,,,go/psf-request,psf-request,,KOF: #MC Gemini Enterpsrise,TRUE,FALSE,Gemini enterprise
MX Large Accounts,Mexico,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Platform,,"Banco Azteca, S.A. Institución de Banca Múltiple",Leticia Vázquez,,Conciliaciones Bancarias-Banco Azteca - Vertex AI Solutions -  #LLM #FSI (10),Leopoldo Granados,"USD 172,000",Partner,Management Solutions SL,,go/psf-request,psf-request,,Operaciones Banco Azteca,FALSE,FALSE,
Retail & CPG,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,Tenda Atacado Ltda,Carol Hudson,,Tenda Atacado - AI Operational Efficiency,,"USD 12,000",Unknown,,,go/psf-request,psf-request,,Tenda Atacado - Forecast AI e S&OP AI #OUT,FALSE,FALSE,
Retail & CPG,Brazil,0-2: Tech Eval/Solution Dev,,,,Pague Menos Supermercados,Carol Hudson,,Foundation & Cloud Migration,,"USD 12,000",Unknown,,,go/psf-request,psf-request,,SUP Pague Menos - Sistema de Orquestração e Governança #OUT,FALSE,FALSE,
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,VR Beneficios e Servicos de Processamento Ltda.,Daniela Benevides,,VR | GE,,"USD 300,000",Partner,LBS LOCAL S/A,,go/psf-request,psf-request,,VR Beneficios | 560 GEs,TRUE,FALSE,Gemini enterprise
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,,,,Ancar Administradora de Shopping Centers,Daniela Benevides,,Ancar | Vertex AI,,"USD 10,000",Partner,VPN Soluçoes em TI LTDA,,go/psf-request,psf-request,,Ancar | Agentes de IA,FALSE,FALSE,
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,,,,Ancar Administradora de Shopping Centers,Daniela Benevides,,Ancar | ANA,,"USD 60,000",Partner,COMPASS.UOL TECNOLOGIA LTDA AVENUE CODE,,go/psf-request,psf-request,,[Ancar] Migração da Ana 2.0 para Google,FALSE,FALSE,
Chile,Chile,0-2: Tech Eval/Solution Dev,Build with AI,,,LATAM Airlines Group SA,Juan Pablo Buiatti,,[LATAM] Gemini Enterprise - 42K seats,Nelson Oliva,"USD 2,500,000",Unknown,,,go/psf-request,psf-request,,LATAM Airlines - 2026 GCP ReCommit,TRUE,FALSE,Gemini enterprise
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,Big Box,Vanessa Moyses,,BIG BOX - GEMINI ENTERPRISE,,"USD 20,000",Partner,,,go/psf-request,psf-request,,BIG BOX #GEMINI ENTERPRISE #GCP #OUT,TRUE,TRUE,Gemini enterprise
Energy & Nat Res,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Platform; Gemini AI,,Equatorial Energia S/A,Guilherme Piccin,,EQTL | Projeto Leiturista (App + VertexAI Gemini API),,"USD 60,000",Partner,,,go/psf-request,psf-request,,EQTL | Projeto leiturista (Gemini),FALSE,FALSE,
MCO CORP SUR,Chile,0-2: Tech Eval/Solution Dev,,,,Betterfly,Felipe Albertini,,Gemini Enterprise,,"USD 165,000",Partner,Comercializadora Zenta Group SPA,,go/psf-request,psf-request,,Gemini Enterprise Betterfly productivity,TRUE,TRUE,Gemini enterprise
MX Multi-industry & Monterrey,Mexico,0-2: Tech Eval/Solution Dev,,Infrastructure AI,,Farmaceuticos Maypo,Edgar Castillo,,Maypo SAP Rise,,"USD 350,000",Partner,"Kyndryl Mexico, S. de R.L. de C.V.",,go/psf-request,psf-request,,[Maypo] SAP Rise on GCP 5Y,FALSE,FALSE,
Brazil PS,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Solutions,,Tribunal de Justica do Estado de Minas Gerais,Luiz Augusto Silva,,TJMG - GSUs Vertex AI,Vitor Vieira,"USD 225,000",Customer,,,go/psf-request,psf-request,,STANDARD - TJMG: 10 GSUs | TCV USD 225k / 1 Yr,FALSE,FALSE,
Brazil DN,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Model Garden,,Neon Pagamentos S/A,Thiago Dearo,,[Neon] - OAI Migration: Gemini for Customer Service,João Garrido,"USD 250,000",Customer,,,go/psf-request,psf-request,,[Neon] - Gemini,FALSE,FALSE,
Brazil PS,Brazil,4.1: Pre Ramp / Mobilize,Build with AI,Cloud AI - Vertex AI Platform,,Fundacao Estadual do Meio Ambiente - FEAM,Luiz Augusto Silva,,FEAM - AI for Environmental Licensing Process,,"USD 414,000",Partner,XERTICA BRASIL LTDA,,go/psf-request,psf-request,,STANDARD - FEAM: AI for Environmental Licensing Process | USD 265k TCV / 1Yr,FALSE,FALSE,
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Model Garden,,ALVOAR LACTEOS NORDESTE SA,Roberta Coelho,,JornadaIA_Alvoar_marketing&sales,,"USD 90,000",Partner,SAUTER TECNOLOGIA E SERVICOS LTDA,,go/psf-request,psf-request,,Flex_Infra_Alvoar,FALSE,FALSE,
Brazil PS,Brazil,4.2: Ramping / Deliver,Build with AI,Cloud AI - Vertex AI Platform,,Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável de Minas Gerais,Luiz Augusto Silva,,SEMAD - AI for Environmental Violation Process,,"USD 420,000",Partner,XERTICA BRASIL LTDA,,go/psf-request,psf-request,,STANDARD - SEMAD: AI for Environmental Violation Process | TCV 260K ACV / 1Yr,FALSE,FALSE,
MCO CORP SUR,Argentina,0-2: Tech Eval/Solution Dev,Build with AI,,,EMPRESA DISTRIBUIDORA DE ENERGIA SUR S. A.,Noelia Rodriguez,,EDESSA #OUT #GeminiEnterprise,,"USD 5,000",Partner,Admazing Cloud,,go/psf-request,psf-request,,EDESSA #OUT #GeminiEnterprise,TRUE,TRUE,Gemini enterprise
MCO CORP SUR,Chile,3:  Proposal / Negotiation,,,,Canal 13 SpA,Mario Alegre,,C13 - WL Calsif Msj Chat - TG,,"USD 10,000",Partner,Rollup- TurinGears SPA,,go/psf-request,psf-request,,Canal 13 - GenAI Clasificacion Mensajes - TurinGears,FALSE,FALSE,
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,,Gemini AI,,AeC Centro de Contatos S/A,Renan Valadares,,Rachel da Drog Araujo e o Gutemberg nosso head de varejo,,"USD 12,000",Partner,,,go/psf-request,psf-request,,#Google AI Studio # aec.com.br,FALSE,FALSE,
BR CORP,Brazil,3:  Proposal / Negotiation,Build with AI,,,ASSOCIAÇÃO DOS ADVOGADOS DE SAO PAULO,Sergio Reviti,,AASP - AWS Migration + GE,,"USD 900,000",Partner,MOVTI CLOUD SOLUTIONS LTDA,,go/psf-request,psf-request,,ASSOCIAÇÃO DOS ADVOGADOS DE SAO PAULO - #GCP + GWS #GeminiEnterprise,TRUE,TRUE,Gemini enterprise
MCO CORP CCA,El Salvador,0-2: Tech Eval/Solution Dev,,Infrastructure AI,,Empresas Adoc,Daniel Cornejo,,Archiving ADOC,,"USD 30,000",Partner,,,go/psf-request,psf-request,,Archiving_Adoc-Optimizacion,FALSE,FALSE,
